O*NET-SOC Code,Title,AI_Benefit_Classification,cognitive_skills,operations_skills,social_skills,technical_composition,technical_skills,management_skills
51-9161.00,Computer Numerically Controlled Tool Operators,Minimal AI Benefit,3.051428571428572,3.685000000000001,2.3983333333333334,0.1264662676226183,2.06,2.3766666666666665
43-3011.00,Bill and Account Collectors,Moderate AI Benefit,2.5714285714285716,1.5,3.0033333333333334,0.1264657905266073,1.4675,2.061666666666667
31-2011.00,Occupational Therapy Assistants,Moderate AI Benefit,3.0,2.035,3.3149999999999995,0.126418439716312,1.7825,2.625
51-7031.00,"Model Makers, Wood",Minimal AI Benefit,2.8214285714285716,2.75,2.3333333333333335,0.1264067488273377,1.6875,2.0400000000000005
27-3091.00,Interpreters and Translators,Moderate AI Benefit,3.0142857142857147,1.5625,2.9166666666666665,0.126392809024124,1.53,2.0816666666666666
11-9199.02,Compliance Managers,High AI Benefit,3.3214285714285716,1.7175,3.395,0.1262723875789202,1.75,2.645
27-3023.00,"News Analysts, Reporters, and Journalists",Moderate AI Benefit,2.858571428571428,1.5625,3.0416666666666665,0.1262261973456434,1.5625,2.3533333333333335
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Minimal AI Benefit,2.641428571428572,3.625,2.311666666666667,0.1262027193286854,1.905,2.206666666666667
51-5111.00,Prepress Technicians and Workers,Minimal AI Benefit,2.7857142857142856,2.6225000000000005,2.7916666666666665,0.1261080420022772,1.78,2.23
39-7012.00,Travel Guides,Moderate AI Benefit,2.89,1.935,3.561666666666667,0.1260979779520132,1.7825,2.811666666666667
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Minimal AI Benefit,2.7642857142857147,3.125,2.5833333333333335,0.1259471214375644,1.965,2.2916666666666665
27-2042.00,Musicians and Singers,Moderate AI Benefit,2.642857142857143,1.625,2.811666666666667,0.1259319967217702,1.5,2.1466666666666665
47-2171.00,Reinforcing Iron and Rebar Workers,Minimal AI Benefit,2.5742857142857143,2.5625,2.2716666666666665,0.1259281538432618,1.595,2.0400000000000005
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Moderate AI Benefit,2.3214285714285716,1.3725,2.938333333333333,0.1259201817427204,1.3725,1.895
39-6012.00,Concierges,Moderate AI Benefit,2.6628571428571424,1.315,3.311666666666667,0.1259143782228085,1.5,2.123333333333333
51-9194.00,Etchers and Engravers,Minimal AI Benefit,2.59,2.9350000000000005,2.311666666666667,0.1256026853829722,1.715,2.105
13-1151.00,Training and Development Specialists,High AI Benefit,3.7157142857142857,1.5,3.665000000000001,0.1254045831175556,1.845,2.956666666666667
31-1133.00,Psychiatric Aides,Moderate AI Benefit,2.9642857142857144,2.0,3.355,0.1253465292890618,1.6525,2.2116666666666664
51-9082.00,Medical Appliance Technicians,Low AI Benefit,3.127142857142857,3.405,3.0416666666666665,0.1253450385589482,2.0975,2.5
43-5021.00,Couriers and Messengers,Low AI Benefit,2.481428571428571,2.22,2.48,0.1250980431091828,1.5,2.061666666666667
47-2031.00,Carpenters,Minimal AI Benefit,2.894285714285714,2.8149999999999995,2.7283333333333335,0.125060489221211,1.9075,2.5
51-2022.00,Electrical and Electronic Equipment Assemblers,Minimal AI Benefit,2.602857142857143,2.845,2.435,0.1248333432407415,1.75,2.1683333333333334
29-2055.00,Surgical Technologists,Low AI Benefit,2.981428571428572,2.97,2.893333333333333,0.1248234556618807,1.9675,2.73
21-1092.00,Probation Officers and Correctional Treatment Specialists,Moderate AI Benefit,3.197142857142857,1.9975,3.2266666666666666,0.1247645536641611,1.6875,2.4166666666666665
43-9061.00,"Office Clerks, General",Moderate AI Benefit,2.462857142857143,1.6875,2.831666666666667,0.1247520456236052,1.4375,2.1033333333333335
47-2051.00,Cement Masons and Concrete Finishers,Minimal AI Benefit,2.59,2.7825,2.415,0.124576427823301,1.685,2.2083333333333335
23-1022.00,"Arbitrators, Mediators, and Conciliators",Moderate AI Benefit,3.2157142857142857,1.125,3.52,0.1245437956204379,1.56,2.105
47-2231.00,Solar Photovoltaic Installers,Minimal AI Benefit,2.855714285714286,2.965,2.6233333333333335,0.1245399742611365,1.97,2.561666666666667
51-2061.00,Timing Device Assemblers and Adjusters,Minimal AI Benefit,2.4457142857142857,3.0625,2.226666666666667,0.1245045228173594,1.75,1.9783333333333335
47-2141.00,"Painters, Construction and Maintenance",Low AI Benefit,2.447142857142857,2.185,2.436666666666667,0.1244191449814126,1.53,2.2283333333333335
11-9161.00,Emergency Management Directors,Moderate AI Benefit,3.838571428571429,1.905,3.8333333333333335,0.1243929940614898,1.97,3.2900000000000005
11-9033.00,"Education Administrators, Postsecondary",High AI Benefit,3.59,1.345,3.685,0.1243261455525606,1.845,3.375
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Minimal AI Benefit,2.607142857142857,2.7825,2.186666666666667,0.1242826061653341,1.6525,2.1
43-5031.00,Public Safety Telecommunicators,Moderate AI Benefit,3.052857142857143,2.155,3.3966666666666665,0.1242435751360931,1.7525,2.313333333333333
11-1011.00,Chief Executives,Moderate AI Benefit,3.928571428571429,1.815,3.831666666666667,0.1242375193491613,2.0925,4.1450000000000005
51-6051.00,"Sewers, Hand",Low AI Benefit,2.4114285714285715,2.1875,2.02,0.1242215984254509,1.375,1.98
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Low AI Benefit,3.052857142857143,2.095,2.75,0.1241922905525846,1.5925,2.27
49-3051.00,Motorboat Mechanics and Service Technicians,Minimal AI Benefit,2.625714285714286,3.4975,2.25,0.124100225706094,1.9375,2.1466666666666665
35-2011.00,"Cooks, Fast Food",Low AI Benefit,2.1785714285714284,1.655,2.4983333333333335,0.124042258750464,1.3125,1.9366666666666668
39-2011.00,Animal Trainers,High AI Benefit,3.0171428571428573,1.905,3.0216666666666665,0.1238522121003157,1.625,2.5216666666666665
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",High AI Benefit,3.5342857142857147,1.3425,3.2083333333333335,0.1238369807364696,1.6875,2.6666666666666665
39-9011.00,Childcare Workers,Moderate AI Benefit,2.8200000000000003,1.69,3.063333333333333,0.1238200234272721,1.4975,2.0233333333333334
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",Minimal AI Benefit,2.802857142857143,3.0,2.561666666666667,0.1238188706806043,1.9375,2.5033333333333334
25-1194.00,"Career/Technical Education Teachers, Postsecondary",High AI Benefit,3.4642857142857144,2.2825,3.2283333333333335,0.1237970391070223,1.8775,2.563333333333333
51-9141.00,Semiconductor Processing Technicians,Minimal AI Benefit,2.7328571428571427,3.1575,2.3966666666666665,0.1236457025830745,1.7825,2.061666666666667
39-9032.00,Recreation Workers,Moderate AI Benefit,3.051428571428571,1.845,3.645,0.123618749684646,1.75,2.77
27-3031.00,Public Relations Specialists,High AI Benefit,3.2528571428571427,1.25,3.5,0.1235984979626621,1.6575,2.75
39-1013.00,First-Line Supervisors of Gambling Services Workers,Moderate AI Benefit,3.0171428571428573,2.125,3.355,0.1235825547700025,1.8125,2.731666666666666
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Low AI Benefit,3.018571428571428,3.25,3.0416666666666665,0.1235276523621654,2.065,2.811666666666667
49-3041.00,Farm Equipment Mechanics and Service Technicians,Minimal AI Benefit,2.91,3.595,2.3966666666666665,0.1235170969993021,2.065,2.3766666666666665
41-2021.00,Counter and Rental Clerks,Moderate AI Benefit,2.5171428571428573,1.905,2.9599999999999995,0.1234237029932011,1.5625,2.25
27-3041.00,Editors,Moderate AI Benefit,3.0171428571428573,1.845,2.956666666666667,0.123362828588846,1.59,2.48
53-2031.00,Flight Attendants,Low AI Benefit,2.91,2.125,3.313333333333333,0.1232409919858648,1.6275,2.23
41-9011.00,Demonstrators and Product Promoters,Moderate AI Benefit,2.8042857142857143,1.9975,2.918333333333333,0.1232368368061215,1.53,2.1649999999999996
11-9179.01,Fitness and Wellness Coordinators,Moderate AI Benefit,3.1614285714285715,1.8425,3.438333333333333,0.1232035346669256,1.8125,3.0816666666666666
29-1129.02,Music Therapists,High AI Benefit,3.3757142857142854,1.78,3.5416666666666665,0.1231563360132518,1.7525,2.625
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Minimal AI Benefit,2.3742857142857146,2.5650000000000004,2.313333333333333,0.1231046274389601,1.53,2.0833333333333335
35-2013.00,"Cooks, Private Household",Low AI Benefit,2.857142857142857,2.2525,2.6650000000000005,0.1231016197106886,1.625,2.5833333333333335
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Minimal AI Benefit,2.802857142857143,3.005,2.5649999999999995,0.1230782028691779,1.9375,2.5216666666666665
35-2015.00,"Cooks, Short Order",Low AI Benefit,2.5,1.935,2.75,0.1230779983226167,1.4675,2.2083333333333335
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Minimal AI Benefit,2.787142857142857,3.25,2.8333333333333335,0.1230725979109448,2.0325,2.331666666666667
53-1042.01,Recycling Coordinators,Moderate AI Benefit,3.0171428571428573,2.1575,3.0816666666666666,0.1230580539656582,1.72,2.938333333333333
53-6051.01,Aviation Inspectors,Low AI Benefit,3.2328571428571427,3.4375,2.92,0.1230176171776489,2.0325,2.5216666666666665
21-2021.00,"Directors, Religious Activities and Education",Moderate AI Benefit,3.518571428571428,1.655,3.605,0.1229502139085736,1.7825,2.936666666666667
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",High AI Benefit,3.622857142857143,1.155,3.105,0.1229174311926605,1.595,2.4983333333333335
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Moderate AI Benefit,3.1771428571428575,2.375,3.1266666666666665,0.1229045399318653,1.8425,2.625
21-1021.00,"Child, Family, and School Social Workers",Moderate AI Benefit,3.5714285714285716,1.8425,3.7483333333333335,0.1228483287113765,1.7825,2.5649999999999995
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Minimal AI Benefit,2.5885714285714285,3.2825,2.2099999999999995,0.1228007456397947,1.7175,2.0
51-4121.00,"Welders, Cutters, Solderers, and Brazers",Minimal AI Benefit,2.4657142857142853,2.7475,2.0850000000000004,0.1227311042427648,1.56,2.0399999999999996
49-2091.00,Avionics Technicians,Minimal AI Benefit,3.0700000000000003,3.47,2.795,0.1227200539005727,2.125,2.4783333333333335
53-6021.00,Parking Attendants,Low AI Benefit,2.357142857142857,2.0275,2.6899999999999995,0.1226486003331572,1.4375,1.9583333333333333
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Moderate AI Benefit,3.537142857142857,1.7825,3.773333333333333,0.1225652319401103,1.875,3.33
47-2041.00,Carpet Installers,Minimal AI Benefit,2.6785714285714284,2.5600000000000005,2.625,0.1224090869067535,1.655,2.186666666666667
29-2092.00,Hearing Aid Specialists,Low AI Benefit,2.888571428571429,2.435,3.206666666666667,0.1223417747412347,1.78,2.3966666666666665
53-7071.00,Gas Compressor and Gas Pumping Station Operators,Minimal AI Benefit,2.6957142857142857,3.5,2.5,0.1223384547468329,1.8475,2.2483333333333335
27-2012.00,Producers and Directors,High AI Benefit,3.3385714285714285,2.095,3.315,0.1222743648084944,1.8425,3.2900000000000005
41-2012.00,Gambling Change Persons and Booth Cashiers,Low AI Benefit,2.358571428571429,2.1875,2.77,0.1222716133812047,1.5325,2.125
13-1032.00,"Insurance Appraisers, Auto Damage",Low AI Benefit,2.6799999999999997,2.22,2.815,0.1222414123968528,1.5925,2.315
31-9093.00,Medical Equipment Preparers,Minimal AI Benefit,2.8228571428571425,3.1575,2.395,0.1222017995168112,1.8125,2.331666666666667
41-2022.00,Parts Salespersons,Low AI Benefit,2.6799999999999997,2.0925,3.231666666666667,0.1221744471744471,1.6575,2.1850000000000005
47-2053.00,Terrazzo Workers and Finishers,Minimal AI Benefit,2.4642857142857144,2.655,2.3333333333333335,0.122158702371509,1.595,2.0416666666666665
53-7121.00,"Tank Car, Truck, and Ship Loaders",Minimal AI Benefit,2.59,3.25,2.4166666666666665,0.1220820729410421,1.7825,2.436666666666667
37-3011.00,Landscaping and Groundskeeping Workers,Low AI Benefit,2.25,2.4975,2.2716666666666665,0.1220207781625585,1.4975,1.8533333333333335
49-9052.00,Telecommunications Line Installers and Repairers,Minimal AI Benefit,2.731428571428572,3.0,2.52,0.1219736905353223,1.8125,2.1683333333333334
47-2081.00,Drywall and Ceiling Tile Installers,Low AI Benefit,2.4828571428571427,2.375,2.2083333333333335,0.1219574686138867,1.53,2.0416666666666665
35-1011.00,Chefs and Head Cooks,Low AI Benefit,3.3200000000000003,2.625,3.436666666666667,0.1219537013482574,1.9975,3.25
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Low AI Benefit,3.2114285714285713,2.8425,3.2283333333333335,0.1218724836596566,2.0,3.1283333333333334
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",High AI Benefit,3.4114285714285715,1.3125,3.7266666666666666,0.12180249851279,1.6575,2.5
31-1122.00,Personal Care Aides,Low AI Benefit,2.7157142857142853,2.065,3.1266666666666665,0.1217921989310488,1.53,2.125
27-3043.00,Writers and Authors,Moderate AI Benefit,2.892857142857143,1.125,3.17,0.121735442040841,1.435,2.1650000000000005
51-4052.00,"Pourers and Casters, Metal",Minimal AI Benefit,2.5357142857142856,2.905,2.23,0.1217212457930445,1.6275,2.105
33-2011.00,Firefighters,Low AI Benefit,3.144285714285714,3.0,3.186666666666667,0.1216938619227144,1.9675,2.5216666666666665
27-3042.00,Technical Writers,Moderate AI Benefit,2.962857142857143,1.4675,2.645,0.1216908888797397,1.4075,2.0833333333333335
39-9031.00,Exercise Trainers and Group Fitness Instructors,Moderate AI Benefit,2.9657142857142853,1.815,3.188333333333333,0.121627887946319,1.5925,2.1266666666666665
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Moderate AI Benefit,2.944285714285715,1.7175,3.0400000000000005,0.1216204928302937,1.56,2.5649999999999995
43-4171.00,Receptionists and Information Clerks,Moderate AI Benefit,2.4457142857142857,1.47,2.8716666666666666,0.1214734216411491,1.345,1.94
31-1121.00,Home Health Aides,Moderate AI Benefit,2.8214285714285716,1.8125,3.206666666666667,0.1214388978654647,1.53,2.2283333333333335
47-2142.00,Paperhangers,Low AI Benefit,2.358571428571428,2.2525,2.3533333333333335,0.1214013180714533,1.375,1.831666666666667
49-2098.00,Security and Fire Alarm Systems Installers,Minimal AI Benefit,2.822857142857143,3.03,2.563333333333333,0.1212191179866081,1.875,2.331666666666667
47-1011.03,Solar Energy Installation Managers,Low AI Benefit,3.0885714285714285,2.8425,3.311666666666667,0.1211721738378752,2.0025,3.188333333333333
35-2014.00,"Cooks, Restaurant",Low AI Benefit,2.5342857142857147,2.4375,2.5233333333333334,0.1211629836337581,1.53,2.4150000000000005
33-3051.00,Police and Sheriff's Patrol Officers,Low AI Benefit,3.0871428571428576,2.125,3.52,0.1211372803719149,1.6875,2.418333333333333
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Minimal AI Benefit,2.802857142857143,3.09,2.4583333333333335,0.1210086004691165,1.8425,2.125
39-5093.00,Shampooers,Low AI Benefit,2.1771428571428575,1.5625,2.5416666666666665,0.1209329110279297,1.25,1.71
39-3091.00,Amusement and Recreation Attendants,Low AI Benefit,2.2842857142857147,2.1275,2.5833333333333335,0.1209093512231039,1.4075,1.8333333333333333
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Minimal AI Benefit,2.64,3.37,2.25,0.1207984398302168,1.755,2.143333333333333
53-3031.00,Driver/Sales Workers,Low AI Benefit,2.5357142857142856,2.3125,2.77,0.120782208588957,1.5,2.0833333333333335
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Low AI Benefit,2.591428571428571,2.0625,2.5666666666666664,0.1207501611434535,1.405,1.855
43-9071.00,"Office Machine Operators, Except Computer",Minimal AI Benefit,2.607142857142857,2.9675,2.5,0.1206302314130969,1.75,2.435
53-2022.00,Airfield Operations Specialists,High AI Benefit,3.3042857142857143,2.405,3.125,0.1204619084198924,1.7175,2.643333333333333
53-6061.00,Passenger Attendants,Low AI Benefit,2.4271428571428575,2.2825,3.168333333333333,0.1202489117415057,1.47,1.876666666666667
51-8013.00,Power Plant Operators,Minimal AI Benefit,2.9114285714285715,3.5,2.4166666666666665,0.1201941421572368,1.875,2.3366666666666664
33-9032.00,Security Guards,Low AI Benefit,2.731428571428572,2.0925,2.7916666666666665,0.119810354938425,1.435,1.8966666666666665
39-9041.00,Residential Advisors,Moderate AI Benefit,3.051428571428572,1.875,3.5416666666666665,0.1197999896901902,1.66,2.7283333333333335
39-4021.00,Funeral Attendants,Low AI Benefit,2.2671428571428573,2.06,2.563333333333333,0.1194823466125978,1.375,1.835
11-9051.00,Food Service Managers,Moderate AI Benefit,3.231428571428572,2.28,3.435,0.1194450867052023,1.845,3.125
41-9041.00,Telemarketers,Moderate AI Benefit,2.127142857142857,1.1225,3.1033333333333335,0.1193974205124022,1.22,1.6450000000000002
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Minimal AI Benefit,2.6257142857142854,2.6575,2.606666666666666,0.1193243173754306,1.6575,2.248333333333333
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Minimal AI Benefit,2.855714285714286,3.7175,2.6683333333333334,0.1192386215998845,2.065,2.5416666666666665
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Minimal AI Benefit,2.5728571428571425,2.75,2.335,0.1191971673101902,1.595,2.063333333333333
11-3051.00,Industrial Production Managers,Moderate AI Benefit,3.6957142857142857,2.81,3.331666666666667,0.1191161285881462,2.06,3.5866666666666664
51-9123.00,"Painting, Coating, and Decorating Workers",Low AI Benefit,2.2842857142857147,1.935,2.3766666666666665,0.1191043454426616,1.345,1.9766666666666672
33-9011.00,Animal Control Workers,Moderate AI Benefit,2.8042857142857143,1.72,2.8733333333333335,0.1189333752851411,1.44,2.145
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Minimal AI Benefit,2.9457142857142857,3.125,2.7916666666666665,0.1188844346739083,1.97,2.4583333333333335
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Low AI Benefit,3.2485714285714287,2.5925,3.455,0.1188132044371185,1.905,2.895
27-4014.00,Sound Engineering Technicians,Low AI Benefit,2.855714285714286,2.9375,2.8333333333333335,0.1187690147437397,1.8125,2.5416666666666665
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Moderate AI Benefit,3.052857142857143,2.25,3.48,0.1187552510825308,1.75,3.143333333333333
51-9198.00,Helpers--Production Workers,Minimal AI Benefit,2.25,2.5275,2.186666666666667,0.1187198898830006,1.4375,1.8966666666666665
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Minimal AI Benefit,2.5728571428571425,3.0325,2.438333333333333,0.1187148813533309,1.6575,2.043333333333333
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,High AI Benefit,3.41,1.685,3.5833333333333335,0.1187111362351611,1.75,3.313333333333333
43-2011.00,"Switchboard Operators, Including Answering Service",Low AI Benefit,2.3757142857142854,1.7175,2.686666666666667,0.1185957418701424,1.2825,1.7516666666666665
31-2012.00,Occupational Therapy Aides,Low AI Benefit,2.9285714285714284,2.065,3.188333333333333,0.1185764313054809,1.56,2.1016666666666666
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Minimal AI Benefit,2.462857142857142,2.5,2.375,0.1185034942565668,1.405,1.8333333333333333
51-9197.00,Tire Builders,Minimal AI Benefit,2.34,2.7775,2.0216666666666665,0.1184996908703716,1.4375,1.8966666666666665
25-1125.00,"History Teachers, Postsecondary",High AI Benefit,3.5714285714285716,1.1575,3.2483333333333335,0.1184930393803152,1.5625,2.6466666666666665
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Minimal AI Benefit,2.9457142857142857,3.595,2.605,0.1184256452021325,2.06,2.5016666666666665
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Moderate AI Benefit,2.2671428571428573,1.875,2.8350000000000004,0.1184100508114829,1.315,1.8133333333333332
23-1011.00,Lawyers,High AI Benefit,3.6242857142857146,1.095,3.581666666666667,0.1182739797244606,1.625,2.813333333333333
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Moderate AI Benefit,3.355714285714286,3.28,3.145,0.1182586400155718,2.0975,3.293333333333333
11-3071.00,"Transportation, Storage, and Distribution Managers",Moderate AI Benefit,3.372857142857143,2.22,3.4983333333333335,0.1182551826450325,1.8125,3.3333333333333335
25-2012.00,"Kindergarten Teachers, Except Special Education",Moderate AI Benefit,3.2857142857142856,1.565,3.685000000000001,0.1182330012992637,1.625,2.5833333333333335
13-1074.00,Farm Labor Contractors,Low AI Benefit,2.4828571428571427,2.095,2.768333333333334,0.1181310349550466,1.4375,2.355
47-2152.04,Solar Thermal Installers and Technicians,Minimal AI Benefit,2.8385714285714285,3.1575,2.8766666666666665,0.1181250938096361,1.9675,2.438333333333333
33-1011.00,First-Line Supervisors of Correctional Officers,Moderate AI Benefit,3.265714285714286,1.9675,3.52,0.1180670831908309,1.685,2.8333333333333335
47-2121.00,Glaziers,Minimal AI Benefit,2.518571428571428,2.5025,2.4783333333333335,0.1180040458530006,1.5625,2.1466666666666665
39-5011.00,Barbers,Low AI Benefit,2.501428571428572,1.94,2.4350000000000005,0.1179739964277517,1.4075,1.9566666666666668
49-9071.00,"Maintenance and Repair Workers, General",Minimal AI Benefit,2.854285714285715,3.2775,2.523333333333333,0.1179203299685227,1.94,2.4166666666666665
11-1021.00,General and Operations Managers,Moderate AI Benefit,3.462857142857143,2.065,3.5,0.1179105419216453,1.78,3.2883333333333336
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Minimal AI Benefit,2.697142857142857,3.375,2.2716666666666665,0.1178753513301523,1.7175,2.1016666666666666
27-1011.00,Art Directors,High AI Benefit,3.4285714285714284,1.4975,3.2283333333333335,0.1178725939742493,1.625,2.9166666666666665
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,Minimal AI Benefit,3.0171428571428573,3.4675,2.606666666666666,0.1177482057416268,1.875,2.3349999999999995
27-4032.00,Film and Video Editors,Low AI Benefit,2.9800000000000004,2.1275,2.668333333333333,0.1177412126256482,1.5325,2.33
27-3092.00,Court Reporters and Simultaneous Captioners,Low AI Benefit,2.16,1.875,1.875,0.1177249772332146,1.185,1.6883333333333332
51-9191.00,Adhesive Bonding Machine Operators and Tenders,Minimal AI Benefit,2.5700000000000003,3.4375,2.3766666666666665,0.1177176148046607,1.7175,2.2083333333333335
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Low AI Benefit,2.447142857142857,2.2825,2.2716666666666665,0.1175695379093764,1.4975,1.9583333333333333
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",High AI Benefit,3.4828571428571427,1.5925,3.436666666666667,0.1174769189968672,1.6875,3.1650000000000005
43-5011.00,Cargo and Freight Agents,Low AI Benefit,2.6785714285714284,2.0625,2.9166666666666665,0.1174724026880619,1.5025,2.1650000000000005
53-5011.00,Sailors and Marine Oilers,Minimal AI Benefit,2.7142857142857144,3.405,2.7716666666666665,0.1174368178211873,1.815,2.311666666666667
37-2021.00,Pest Control Workers,Low AI Benefit,3.0700000000000003,2.78,3.145,0.1174054054054054,1.81,2.706666666666667
47-2132.00,"Insulation Workers, Mechanical",Minimal AI Benefit,2.607142857142857,2.5600000000000005,2.393333333333333,0.1173588666486592,1.5,2.063333333333333
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Minimal AI Benefit,2.8214285714285716,3.4375,2.311666666666667,0.1173332738148379,1.8775,2.398333333333333
35-2012.00,"Cooks, Institution and Cafeteria",Low AI Benefit,2.8214285714285716,2.78,2.811666666666667,0.1173234775882074,1.625,2.625
49-3021.00,Automotive Body and Related Repairers,Minimal AI Benefit,2.698571428571428,3.0,2.6266666666666665,0.117316563183349,1.75,2.186666666666667
47-2111.00,Electricians,Low AI Benefit,3.1242857142857146,3.3425,2.875,0.117255511394111,2.03,2.7533333333333325
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Minimal AI Benefit,2.734285714285714,3.5325,2.3333333333333335,0.1171929122342472,1.8125,2.3333333333333335
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Minimal AI Benefit,2.5528571428571425,2.9375,2.48,0.1171399594320486,1.595,2.0833333333333335
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Minimal AI Benefit,2.4114285714285715,2.7475000000000005,2.4166666666666665,0.1171007071236478,1.6225,2.315
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Minimal AI Benefit,2.7857142857142856,3.375,2.606666666666667,0.1170284626485308,1.815,2.2716666666666665
35-2021.00,Food Preparation Workers,Low AI Benefit,2.09,1.9375,2.3966666666666665,0.1169955541689415,1.25,1.98
35-3011.00,Bartenders,Moderate AI Benefit,2.697142857142857,1.9375,3.1650000000000005,0.1169091448931116,1.5,2.438333333333333
11-3013.00,Facilities Managers,Low AI Benefit,3.197142857142857,2.6575,3.268333333333333,0.1169059935783089,1.8725,3.0216666666666665
53-7051.00,Industrial Truck and Tractor Operators,Minimal AI Benefit,2.337142857142857,3.0325,2.2900000000000005,0.1167186247439208,1.56,2.0833333333333335
47-2181.00,Roofers,Minimal AI Benefit,2.6057142857142854,2.625,2.5833333333333335,0.116707125136714,1.5625,2.1666666666666665
33-9091.00,Crossing Guards and Flaggers,Moderate AI Benefit,2.3057142857142856,1.3125,2.436666666666667,0.1166877142341692,1.155,1.6883333333333332
47-3016.00,Helpers--Roofers,Low AI Benefit,2.4457142857142857,2.41,2.4983333333333335,0.1165837626576656,1.5625,2.143333333333333
49-9043.00,"Maintenance Workers, Machinery",Minimal AI Benefit,2.6257142857142854,3.56,2.3716666666666666,0.1165517293244391,1.845,2.145
